TransactionID,CustomerID,CustomerName,CustomerCity,ProductName,ProductCategory,TotalAmount,Quantity,TransactionDate
33,60,Customer 65,Philadelphia,iPhone 14,Computers,82.98,4,2024-11-05
34,62,Customer 26,Houston,Adidas Jacket,Music,887.44,3,2024-11-24
35,24,Customer 47,New York,Samsung TV,Clothing,536.69,1,2024-10-05
36,47,Customer 82,New York,Adidas Jacket,Clothing,871.96,5,2024-05-14
37,66,Customer 93,Phoenix,Nike Shoes,Electronics,1080.28,3,2024-08-03
38,55,Customer 61,New York,Adidas Jacket,Computers,42.27,2,2024-10-11
39,36,Customer 83,Los Angeles,Sony Headphones,Clothing,50.25,4,2024-07-07
40,30,Customer 73,Houston,Sony Headphones,Clothing,744.85,2,2024-07-08
41,60,Customer 9,Phoenix,iPhone 14,Clothing,247.98,8,2024-11-16
42,59,Customer 20,Chicago,Sony Headphones,Electronics,1158.09,3,2024-03-07
43,27,Customer 74,Houston,Sony Headphones,Books,817.22,1,2024-08-01
44,7,Customer 42,Chicago,iPhone 14,Computers,1136.57,2,2024-01-18
45,1,Customer 28,Philadelphia,iPhone 14,Music,1206.7,4,2024-11-04
46,40,Customer 56,Houston,HP Printer,Electronics,229.81,7,2024-05-28
47,87,Customer 87,Chicago,HP Printer,Electronics,57.22,4,2024-06-28
48,71,Customer 18,Philadelphia,iPhone 14,Clothing,935.3,7,2024-06-09
49,17,Customer 73,Philadelphia,Dell Laptop,Computers,1220.59,2,2024-12-19
50,92,Customer 83,Chicago,Nike Shoes,Music,808.93,3,2024-01-02
51,20,Customer 26,Phoenix,HP Printer,Computers,1397.43,8,2024-06-28
52,31,Customer 33,New York,Adidas Jacket,Electronics,1246.39,1,2024-09-16
53,32,Customer 61,New York,Adidas Jacket,Movies,502.72,6,2024-01-02
54,67,Customer 64,Houston,Nike Shoes,Movies,475.4,3,2024-11-27
55,17,Customer 53,Phoenix,Sony Headphones,Electronics,962.8,8,2024-05-30
56,43,Customer 69,New York,Adidas Jacket,Computers,124.82,7,2024-02-10
57,84,Customer 70,Chicago,Samsung TV,Electronics,487.41,3,2024-07-12
58,31,Customer 68,Houston,Adidas Jacket,Movies,952.01,4,2024-04-04
59,9,Customer 25,New York,Samsung TV,Books,941.02,2,2024-11-08
60,61,Customer 77,Los Angeles,Nike Shoes,Clothing,597.96,4,2024-06-15
61,87,Customer 28,New York,Dell Laptop,Computers,1491.96,7,2024-08-15
62,32,Customer 71,Chicago,Samsung TV,Electronics,1424.38,5,2024-02-23
63,88,Customer 56,Phoenix,Adidas Jacket,Computers,216.52,2,2024-11-01
64,9,Customer 68,Houston,Adidas Jacket,Electronics,913.13,2,2024-09-30
65,94,Customer 5,Chicago,Samsung TV,Music,781.85,5,2024-04-11
66,21,Customer 45,Chicago,Adidas Jacket,Clothing,960.77,1,2024-07-23
67,23,Customer 12,Philadelphia,Dell Laptop,Computers,304.06,2,2024-11-21
68,28,Customer 17,Los Angeles,Dell Laptop,Computers,140.76,5,2024-12-13
69,70,Customer 49,Chicago,Nike Shoes,Computers,1370.57,7,2024-02-06
70,61,Customer 38,Los Angeles,iPhone 14,Computers,1150.96,8,2024-04-08
71,20,Customer 53,Philadelphia,Dell Laptop,Music,1411.95,6,2024-04-15
72,15,Customer 27,Philadelphia,Sony Headphones,Electronics,162.98,1,2024-07-02
73,50,Customer 50,Chicago,Sony Headphones,Computers,906.83,6,2024-08-06
74,57,Customer 88,Philadelphia,Samsung TV,Books,875.19,6,2024-09-03
75,91,Customer 76,New York,Adidas Jacket,Computers,378.17,5,2024-05-25
76,35,Customer 83,Houston,iPhone 14,Books,963.57,2,2024-11-30
77,21,Customer 16,Phoenix,Samsung TV,Books,329.58,1,2024-10-10
78,59,Customer 51,Los Angeles,iPhone 14,Electronics,1124.15,4,2024-10-05
79,52,Customer 38,Phoenix,iPhone 14,Computers,178.22,7,2024-03-24
80,12,Customer 87,Houston,iPhone 14,Clothing,1184.65,8,2024-07-17
81,86,Customer 98,Los Angeles,Dell Laptop,Electronics,96.83,2,2024-01-14
82,69,Customer 98,Chicago,Adidas Jacket,Music,570.82,1,2024-05-13
83,65,Customer 11,Los Angeles,iPhone 14,Books,144.2,2,2024-01-16
84,41,Customer 14,Phoenix,iPhone 14,Computers,1471.59,7,2024-11-16
85,49,Customer 25,Houston,Nike Shoes,Books,420.46,8,2024-12-10
86,28,Customer 4,Philadelphia,Adidas Jacket,Clothing,722.72,6,2024-03-23
87,3,Customer 37,Philadelphia,Dell Laptop,Music,191.97,8,2024-04-08
88,96,Customer 42,Chicago,Adidas Jacket,Computers,695.21,2,2024-07-06
89,61,Customer 18,New York,HP Printer,Computers,973.31,1,2024-04-04
90,12,Customer 11,Chicago,Dell Laptop,Clothing,931.78,7,2024-02-21
91,54,Customer 32,Chicago,HP Printer,Books,721.24,4,2024-03-10
92,6,Customer 55,New York,iPhone 14,Movies,1099.52,3,2024-12-31
93,36,Customer 74,Chicago,Adidas Jacket,Computers,676.93,2,2024-11-05
94,85,Customer 17,Chicago,Dell Laptop,Electronics,521.86,5,2024-02-21
95,51,Customer 14,Phoenix,Adidas Jacket,Books,1349.26,5,2024-05-18
96,90,Customer 81,New York,Samsung TV,Electronics,721.25,2,2024-03-03
97,3,Customer 70,Los Angeles,Adidas Jacket,Music,68.81,1,2024-02-07
98,46,Customer 68,Chicago,Nike Shoes,Movies,789.0,2,2024-07-03
99,54,Customer 55,Chicago,Nike Shoes,Music,129.02,7,2024-01-30
100,66,Customer 65,Phoenix,Dell Laptop,Books,1375.08,6,2024-05-10
101,9,Customer 43,Chicago,Nike Shoes,Books,507.05,6,2024-07-03
102,38,Customer 46,Philadelphia,Sony Headphones,Electronics,312.95,5,2024-03-07
103,41,Customer 100,Phoenix,Sony Headphones,Electronics,486.77,4,2024-05-09
104,52,Customer 29,Phoenix,Dell Laptop,Electronics,1428.17,2,2024-07-29
105,81,Customer 53,Philadelphia,iPhone 14,Movies,562.58,4,2024-02-17
106,85,Customer 49,Chicago,Dell Laptop,Electronics,216.81,3,2024-11-13
107,85,Customer 61,Philadelphia,Adidas Jacket,Movies,565.04,1,2024-05-13
108,41,Customer 95,Philadelphia,HP Printer,Music,91.71,7,2024-09-22
109,60,Customer 64,Chicago,Adidas Jacket,Movies,1016.07,7,2024-10-10
110,51,Customer 59,Chicago,Samsung TV,Clothing,537.87,8,2024-03-02
111,53,Customer 44,New York,iPhone 14,Music,431.35,3,2024-12-07
112,99,Customer 9,Houston,Nike Shoes,Computers,316.79,1,2024-09-30
113,98,Customer 42,Houston,HP Printer,Music,443.01,7,2024-03-02
114,3,Customer 26,Philadelphia,Nike Shoes,Music,445.93,8,2024-06-17
115,20,Customer 80,Phoenix,Sony Headphones,Music,768.14,3,2024-05-26
116,22,Customer 31,New York,iPhone 14,Music,133.85,2,2024-11-22
117,88,Customer 91,New York,Adidas Jacket,Books,268.52,4,2024-12-02
118,43,Customer 53,Philadelphia,Dell Laptop,Music,1064.21,8,2024-06-06
119,49,Customer 53,Los Angeles,HP Printer,Computers,1043.34,2,2024-08-13
120,29,Customer 22,Los Angeles,Samsung TV,Books,681.53,2,2024-04-30
121,76,Customer 63,Houston,Sony Headphones,Books,847.13,8,2024-01-03
122,35,Customer 74,New York,Adidas Jacket,Books,1414.89,4,2024-02-17
123,87,Customer 87,Chicago,Adidas Jacket,Computers,292.25,5,2024-02-27
124,78,Customer 69,Phoenix,Dell Laptop,Books,1144.26,6,2024-11-13
125,57,Customer 49,Los Angeles,iPhone 14,Music,1075.51,1,2024-02-21
126,31,Customer 10,Chicago,Dell Laptop,Clothing,179.96,7,2024-08-13
127,54,Customer 77,Phoenix,Adidas Jacket,Computers,1208.75,1,2024-07-17
128,39,Customer 57,New York,Adidas Jacket,Music,1031.13,5,2024-07-02
129,88,Customer 54,Los Angeles,Adidas Jacket,Electronics,1231.83,2,2024-12-11
130,40,Customer 97,Los Angeles,Dell Laptop,Books,103.93,2,2024-04-02
131,98,Customer 70,Houston,Adidas Jacket,Movies,869.2,7,2024-03-08
132,80,Customer 44,Los Angeles,Adidas Jacket,Clothing,649.12,3,2024-07-17
133,65,Customer 99,Philadelphia,Sony Headphones,Electronics,1326.27,8,2024-01-01
134,22,Customer 49,New York,Samsung TV,Movies,887.4,2,2024-07-31
135,14,Customer 98,Houston,HP Printer,Electronics,641.43,4,2024-04-17
136,99,Customer 20,Phoenix,HP Printer,Electronics,1487.44,1,2024-05-02
137,14,Customer 2,Philadelphia,HP Printer,Electronics,463.25,5,2024-01-03
138,59,Customer 24,Philadelphia,Sony Headphones,Electronics,1274.62,5,2024-08-01
139,67,Customer 82,Los Angeles,Sony Headphones,Electronics,1154.62,6,2024-03-07
140,70,Customer 10,Houston,Samsung TV,Electronics,488.05,1,2024-02-12
141,45,Customer 32,New York,Adidas Jacket,Books,965.32,5,2024-03-30
142,75,Customer 76,New York,Sony Headphones,Clothing,1442.78,6,2024-10-01
143,91,Customer 66,Chicago,Samsung TV,Movies,688.87,2,2024-05-16
144,93,Customer 5,Philadelphia,Samsung TV,Movies,1368.21,7,2024-08-03
145,11,Customer 96,Philadelphia,iPhone 14,Electronics,289.58,7,2024-03-27
146,66,Customer 91,Houston,iPhone 14,Electronics,361.78,6,2024-07-18
147,60,Customer 78,Phoenix,Nike Shoes,Books,1001.65,4,2024-06-05
148,76,Customer 75,New York,iPhone 14,Books,1192.22,7,2024-02-03
149,57,Customer 92,Philadelphia,Dell Laptop,Books,253.81,2,2024-01-13
150,64,Customer 60,New York,Sony Headphones,Electronics,1499.52,2,2024-03-03
151,88,Customer 96,Chicago,Sony Headphones,Clothing,827.63,1,2024-10-18
152,24,Customer 83,Philadelphia,HP Printer,Books,1109.74,3,2024-07-20
153,97,Customer 13,Houston,Samsung TV,Clothing,1169.26,5,2024-05-16
154,18,Customer 81,Phoenix,Sony Headphones,Books,1491.62,3,2024-10-18
155,21,Customer 93,Los Angeles,Nike Shoes,Computers,491.01,5,2024-01-28
156,86,Customer 59,Chicago,Samsung TV,Movies,493.53,8,2024-11-22
157,83,Customer 46,New York,Nike Shoes,Clothing,134.15,4,2024-12-11
158,66,Customer 83,Los Angeles,Adidas Jacket,Electronics,1280.2,8,2024-10-05
159,81,Customer 25,Houston,Sony Headphones,Books,491.87,4,2024-12-31
160,55,Customer 56,Chicago,iPhone 14,Computers,163.68,7,2024-04-06
161,63,Customer 81,Phoenix,Nike Shoes,Books,299.82,6,2024-06-07
162,68,Customer 78,New York,Samsung TV,Music,414.51,6,2024-06-08
163,74,Customer 20,New York,Nike Shoes,Movies,770.42,6,2024-11-01
164,43,Customer 37,Phoenix,Samsung TV,Computers,1118.96,7,2024-10-07
165,14,Customer 31,New York,Dell Laptop,Movies,499.81,6,2024-12-04
166,78,Customer 6,Los Angeles,Dell Laptop,Movies,696.28,4,2024-06-22
167,26,Customer 76,Houston,Sony Headphones,Computers,997.09,8,2024-01-12
168,11,Customer 90,New York,HP Printer,Movies,625.59,7,2024-12-06
169,89,Customer 91,Chicago,Sony Headphones,Computers,1322.63,8,2024-03-15
170,95,Customer 15,Philadelphia,Samsung TV,Music,1365.47,3,2024-06-06
171,31,Customer 75,Los Angeles,Sony Headphones,Computers,242.68,1,2024-05-25
172,31,Customer 90,Chicago,Dell Laptop,Books,1220.7,2,2024-04-12
173,43,Customer 71,Houston,Nike Shoes,Music,1064.89,4,2024-08-06
174,100,Customer 38,Houston,HP Printer,Movies,713.34,4,2024-04-18
175,89,Customer 88,New York,Nike Shoes,Books,587.96,7,2024-09-11
176,31,Customer 91,New York,HP Printer,Music,162.68,6,2024-01-24
177,87,Customer 87,Philadelphia,Sony Headphones,Computers,425.44,4,2024-08-04
178,42,Customer 3,New York,Sony Headphones,Music,1345.51,2,2024-02-03
179,14,Customer 47,Los Angeles,HP Printer,Electronics,927.99,4,2024-03-19
180,50,Customer 18,Philadelphia,Dell Laptop,Computers,1316.78,2,2024-03-28
181,17,Customer 12,Chicago,iPhone 14,Computers,314.66,3,2024-12-07
182,70,Customer 49,Phoenix,iPhone 14,Books,453.17,2,2024-01-25
183,5,Customer 4,Philadelphia,Nike Shoes,Electronics,616.11,4,2024-10-08
184,83,Customer 18,Los Angeles,HP Printer,Movies,1374.15,4,2024-04-23
185,43,Customer 21,Phoenix,Sony Headphones,Clothing,726.74,5,2024-02-02
186,76,Customer 87,Philadelphia,Samsung TV,Computers,569.47,2,2024-08-17
187,64,Customer 79,Phoenix,iPhone 14,Computers,1488.95,4,2024-10-23
188,35,Customer 87,Phoenix,Sony Headphones,Electronics,782.31,6,2024-04-07
189,15,Customer 89,Philadelphia,Nike Shoes,Clothing,1176.03,2,2024-07-24
190,56,Customer 14,New York,Dell Laptop,Clothing,180.03,6,2024-10-18
191,100,Customer 53,Phoenix,HP Printer,Computers,628.76,4,2024-08-10
192,86,Customer 67,Philadelphia,Sony Headphones,Movies,462.32,6,2024-12-30
193,77,Customer 23,Philadelphia,Dell Laptop,Music,490.24,4,2024-09-30
194,78,Customer 15,Chicago,Samsung TV,Music,245.2,1,2024-07-05
195,70,Customer 37,New York,Adidas Jacket,Books,869.66,6,2024-02-08
196,11,Customer 70,Chicago,Nike Shoes,Books,1428.35,5,2024-04-20
197,30,Customer 39,Houston,Dell Laptop,Electronics,571.85,1,2024-02-15
198,67,Customer 61,Chicago,Adidas Jacket,Movies,1126.44,4,2024-08-12
199,9,Customer 8,Phoenix,Nike Shoes,Music,322.0,1,2024-01-22
200,15,Customer 75,Houston,Samsung TV,Books,867.61,8,2024-09-30
201,7,Customer 87,Philadelphia,iPhone 14,Computers,979.23,8,2024-06-08
202,4,Customer 17,Philadelphia,Adidas Jacket,Clothing,1154.91,7,2024-12-25
203,32,Customer 28,Phoenix,Adidas Jacket,Computers,1011.0,2,2024-01-16
204,12,Customer 63,Los Angeles,Sony Headphones,Clothing,446.82,7,2024-04-16
205,89,Customer 87,Phoenix,Adidas Jacket,Books,644.95,7,2024-12-11
206,96,Customer 17,Houston,iPhone 14,Movies,525.91,5,2024-01-19
207,79,Customer 69,Philadelphia,iPhone 14,Electronics,904.49,2,2024-03-20
208,30,Customer 74,Phoenix,iPhone 14,Movies,81.27,4,2024-11-25
209,27,Customer 18,Philadelphia,HP Printer,Electronics,551.16,1,2024-09-25
210,8,Customer 59,Houston,Dell Laptop,Clothing,890.11,5,2024-02-20
211,27,Customer 52,Philadelphia,Samsung TV,Books,391.17,7,2024-12-31
212,79,Customer 87,Los Angeles,Dell Laptop,Clothing,1437.43,7,2024-01-26
213,70,Customer 92,Phoenix,iPhone 14,Computers,866.79,7,2024-07-29
214,49,Customer 21,Houston,Nike Shoes,Electronics,514.75,4,2024-08-29
215,51,Customer 76,Houston,HP Printer,Books,847.22,8,2024-11-11
216,33,Customer 66,Houston,Samsung TV,Computers,493.89,7,2024-07-15
217,85,Customer 53,Philadelphia,HP Printer,Clothing,1393.51,8,2024-06-19
218,24,Customer 39,Houston,Dell Laptop,Electronics,957.29,4,2024-12-04
219,23,Customer 24,Phoenix,Adidas Jacket,Movies,235.06,4,2024-04-03
220,78,Customer 9,Philadelphia,Samsung TV,Books,820.9,5,2024-11-25
221,24,Customer 54,New York,Sony Headphones,Computers,424.71,5,2024-12-02
222,62,Customer 25,Chicago,Samsung TV,Clothing,623.34,5,2024-07-26
223,41,Customer 73,Houston,Sony Headphones,Movies,529.65,2,2024-08-07
224,31,Customer 24,Philadelphia,Samsung TV,Electronics,116.06,8,2024-12-02
225,3,Customer 15,New York,Sony Headphones,Music,1133.73,1,2024-12-14
226,85,Customer 23,Phoenix,Dell Laptop,Computers,215.33,4,2024-02-23
227,20,Customer 18,Los Angeles,Adidas Jacket,Movies,667.5,8,2024-02-14
228,28,Customer 94,Houston,Adidas Jacket,Music,459.68,4,2024-01-23
229,37,Customer 9,New York,Dell Laptop,Electronics,1138.7,4,2024-04-20
230,5,Customer 92,New York,Samsung TV,Electronics,533.08,5,2024-03-18
231,16,Customer 90,Los Angeles,Adidas Jacket,Electronics,1445.64,1,2024-12-02
232,91,Customer 11,New York,Dell Laptop,Computers,1470.3,1,2024-11-25
233,23,Customer 47,New York,Adidas Jacket,Electronics,825.83,7,2024-03-10
234,96,Customer 91,Chicago,Sony Headphones,Books,1034.45,3,2024-12-27
235,94,Customer 12,Phoenix,Samsung TV,Electronics,940.1,3,2024-12-04
236,6,Customer 29,Los Angeles,Dell Laptop,Books,1024.36,3,2024-10-25
237,62,Customer 54,Houston,HP Printer,Music,1403.78,4,2024-06-03
238,7,Customer 39,Chicago,Sony Headphones,Books,589.71,8,2024-07-05
239,79,Customer 10,Houston,HP Printer,Clothing,769.09,4,2024-09-18
240,62,Customer 100,Chicago,HP Printer,Electronics,178.55,8,2024-08-03
241,18,Customer 85,Philadelphia,Dell Laptop,Clothing,491.55,1,2024-12-27
242,41,Customer 6,New York,Sony Headphones,Books,261.12,4,2024-05-14
243,46,Customer 85,Los Angeles,Sony Headphones,Clothing,1423.52,3,2024-05-25
244,79,Customer 49,Chicago,Dell Laptop,Clothing,1453.94,5,2024-07-29
245,3,Customer 97,New York,Nike Shoes,Computers,82.05,1,2024-04-04
246,51,Customer 11,Chicago,Adidas Jacket,Movies,1060.51,7,2024-09-30
247,7,Customer 37,Phoenix,HP Printer,Computers,546.49,4,2024-09-27
248,98,Customer 23,Los Angeles,Adidas Jacket,Books,1015.05,1,2024-12-04
249,95,Customer 94,Phoenix,iPhone 14,Books,394.12,7,2024-10-08
250,1,Customer 83,Houston,HP Printer,Movies,237.79,1,2024-02-16
251,70,Customer 69,Phoenix,Adidas Jacket,Electronics,277.7,3,2024-01-02
252,64,Customer 15,New York,Dell Laptop,Music,305.12,2,2024-10-24
253,30,Customer 90,Houston,Dell Laptop,Books,1153.3,5,2024-11-05
254,67,Customer 99,Houston,HP Printer,Clothing,1027.15,1,2024-12-29
255,78,Customer 64,Houston,Dell Laptop,Books,535.79,4,2024-03-14
256,51,Customer 58,Los Angeles,Dell Laptop,Electronics,883.89,7,2024-09-23
257,5,Customer 45,Houston,HP Printer,Clothing,1249.3,7,2024-11-01
258,43,Customer 98,Philadelphia,iPhone 14,Clothing,720.84,2,2024-12-05
259,23,Customer 16,Philadelphia,Adidas Jacket,Clothing,1333.49,4,2024-11-03
260,56,Customer 54,Philadelphia,Adidas Jacket,Books,521.39,4,2024-02-21
261,27,Customer 80,Phoenix,HP Printer,Movies,1422.31,3,2024-08-20
262,4,Customer 35,Philadelphia,Nike Shoes,Books,360.99,5,2024-12-01
263,69,Customer 14,Philadelphia,Adidas Jacket,Electronics,330.42,8,2024-05-06
264,76,Customer 54,Houston,Nike Shoes,Computers,1365.62,2,2024-11-16
265,79,Customer 92,Philadelphia,Samsung TV,Movies,715.21,6,2024-10-09
266,33,Customer 98,Philadelphia,Dell Laptop,Music,1376.67,4,2024-09-02
267,90,Customer 44,Los Angeles,Adidas Jacket,Electronics,216.36,6,2024-01-16
268,71,Customer 81,Chicago,HP Printer,Music,1105.76,2,2024-07-09
269,88,Customer 72,Los Angeles,Nike Shoes,Clothing,238.9,7,2024-05-31
270,84,Customer 90,Los Angeles,Adidas Jacket,Electronics,406.06,5,2024-08-26
271,89,Customer 43,Phoenix,HP Printer,Computers,1070.57,4,2024-07-10
272,20,Customer 23,Chicago,HP Printer,Books,895.48,5,2024-11-27
273,81,Customer 72,New York,Sony Headphones,Clothing,304.54,6,2024-05-25
274,91,Customer 1,Houston,Adidas Jacket,Movies,1132.28,1,2024-10-02
275,100,Customer 83,Philadelphia,Samsung TV,Music,36.37,4,2024-10-15
276,35,Customer 68,Houston,Adidas Jacket,Clothing,314.71,8,2024-10-27
277,48,Customer 52,Phoenix,HP Printer,Clothing,1286.07,1,2024-11-29
278,73,Customer 47,New York,Samsung TV,Electronics,1270.57,7,2024-06-22
279,93,Customer 91,Chicago,Samsung TV,Books,654.35,4,2024-04-11
280,17,Customer 77,Los Angeles,HP Printer,Movies,77.02,7,2024-03-27
281,7,Customer 18,Houston,Sony Headphones,Electronics,1295.11,2,2024-01-21
282,48,Customer 69,Chicago,Dell Laptop,Books,37.33,6,2024-07-10
283,77,Customer 44,Phoenix,Samsung TV,Electronics,728.18,2,2024-01-27
284,82,Customer 48,Los Angeles,Nike Shoes,Books,1094.01,6,2024-10-26
285,40,Customer 18,Phoenix,HP Printer,Computers,518.49,4,2024-02-19
286,34,Customer 21,Los Angeles,Nike Shoes,Books,1380.35,2,2024-09-08
287,11,Customer 65,Los Angeles,Samsung TV,Computers,695.28,3,2024-07-09
288,78,Customer 21,Houston,iPhone 14,Electronics,393.37,1,2024-08-03
289,16,Customer 27,Phoenix,Samsung TV,Books,936.96,8,2024-12-05
290,19,Customer 32,Chicago,iPhone 14,Movies,266.67,6,2024-03-31
291,9,Customer 20,Chicago,Adidas Jacket,Computers,1316.92,4,2024-02-23
292,29,Customer 46,Houston,HP Printer,Music,834.69,4,2024-12-02
293,73,Customer 65,New York,iPhone 14,Computers,1284.33,8,2024-11-12
294,2,Customer 20,Los Angeles,Nike Shoes,Computers,1104.69,7,2024-02-07
295,40,Customer 30,Los Angeles,Nike Shoes,Electronics,938.98,4,2024-04-28
296,56,Customer 68,Chicago,Samsung TV,Clothing,54.92,8,2024-10-20
297,7,Customer 18,Chicago,iPhone 14,Computers,1487.43,2,2024-07-15
298,57,Customer 71,New York,Samsung TV,Books,599.98,6,2024-03-10
299,36,Customer 16,Phoenix,Samsung TV,Electronics,708.66,6,2024-09-16
300,85,Customer 82,Philadelphia,Samsung TV,Books,664.62,6,2024-12-13
301,23,Customer 33,New York,Sony Headphones,Computers,206.62,8,2024-12-30
302,100,Customer 92,Phoenix,Samsung TV,Electronics,238.82,3,2024-02-20
303,95,Customer 36,Phoenix,Nike Shoes,Clothing,992.51,5,2024-09-06
304,28,Customer 18,Houston,Adidas Jacket,Clothing,502.01,6,2024-09-26
305,80,Customer 27,Houston,HP Printer,Movies,583.86,3,2024-04-28
306,89,Customer 87,Phoenix,Nike Shoes,Books,184.44,7,2024-11-17
307,36,Customer 98,Philadelphia,HP Printer,Electronics,116.39,5,2024-09-25
308,9,Customer 11,Phoenix,HP Printer,Movies,726.38,7,2024-09-11
309,67,Customer 37,Phoenix,Nike Shoes,Books,792.5,2,2024-06-20
310,60,Customer 43,New York,Nike Shoes,Clothing,323.46,5,2024-06-10
311,55,Customer 70,Houston,Dell Laptop,Books,996.67,5,2024-11-05
312,10,Customer 22,New York,Samsung TV,Movies,1364.74,3,2024-11-19
313,36,Customer 98,Houston,Samsung TV,Music,803.93,6,2024-08-01
314,73,Customer 33,Los Angeles,Dell Laptop,Computers,798.78,1,2024-11-28
315,1,Customer 95,Philadelphia,Adidas Jacket,Clothing,27.66,2,2024-05-16
316,65,Customer 98,Los Angeles,Sony Headphones,Music,697.35,3,2024-06-21
317,73,Customer 11,Chicago,Nike Shoes,Clothing,1407.51,1,2024-12-12
318,27,Customer 32,Houston,iPhone 14,Computers,64.58,2,2024-09-03
319,31,Customer 74,Houston,Samsung TV,Movies,411.66,5,2024-03-31
320,67,Customer 6,Phoenix,iPhone 14,Clothing,435.02,5,2024-04-30
321,43,Customer 84,Chicago,Nike Shoes,Clothing,1230.65,1,2024-02-22
322,83,Customer 27,Los Angeles,Sony Headphones,Electronics,539.52,7,2024-12-30
323,33,Customer 13,Los Angeles,Sony Headphones,Movies,357.76,8,2024-01-28
324,6,Customer 69,New York,iPhone 14,Music,139.91,1,2024-12-19
325,26,Customer 43,Los Angeles,Samsung TV,Books,41.59,7,2024-09-21
326,43,Customer 2,New York,Nike Shoes,Clothing,760.69,1,2024-12-30
327,52,Customer 91,New York,Samsung TV,Movies,1165.45,7,2024-03-14
328,24,Customer 51,New York,Nike Shoes,Computers,1349.46,5,2024-07-07
329,20,Customer 66,Los Angeles,Nike Shoes,Clothing,619.12,5,2024-01-21
330,52,Customer 81,Houston,Adidas Jacket,Computers,469.06,3,2024-03-12
331,52,Customer 87,Phoenix,Nike Shoes,Music,286.74,8,2024-03-16
332,42,Customer 75,Phoenix,Adidas Jacket,Books,361.38,6,2024-11-28
333,54,Customer 54,New York,Nike Shoes,Clothing,179.93,3,2024-03-26
334,77,Customer 99,Houston,Samsung TV,Books,1240.02,4,2024-12-16
335,64,Customer 88,Chicago,Dell Laptop,Books,1318.32,5,2024-12-17
336,82,Customer 46,Los Angeles,Nike Shoes,Computers,1220.45,1,2024-07-23
337,29,Customer 80,Los Angeles,Adidas Jacket,Clothing,1027.87,2,2024-04-01
338,29,Customer 71,Phoenix,Samsung TV,Electronics,784.41,8,2024-10-12
339,41,Customer 11,New York,Nike Shoes,Clothing,220.97,1,2024-05-07
340,54,Customer 60,Houston,Dell Laptop,Electronics,1005.32,2,2024-09-17
341,47,Customer 36,Houston,Sony Headphones,Electronics,1469.91,3,2024-11-30
342,16,Customer 8,Los Angeles,Nike Shoes,Music,318.62,5,2024-04-03
343,68,Customer 27,Houston,Dell Laptop,Music,1007.8,6,2024-09-05
344,54,Customer 44,Houston,Sony Headphones,Electronics,1222.95,7,2024-09-13
